commit	mission_reward	secondary_rewards	steps	status	description
658a621	0.000000	structural_only	0	keep	improve: cascade priority considers friendly junction clustering
36a5f52	0.000000	structural_only	0	keep	improve: dynamic heart accumulation based on alignable junction count
1a40daa	0.000000	structural_only	0	keep	improve: adaptive defend patrol — faster cycling under enemy threat
111df1e	0.000000	structural_only	0	keep	improve: explore exits when territory expansion reveals alignable junctions
a76ca6b	0.000000	structural_only	0	keep	improve: spread-aware explore — aligners avoid exploring same direction
559111f	0.000000	bug_fix	0	keep	fix: distance-aware HP retreat + retreat-by-alignment for agent lifespan
c336090	0.000000	structural_only	0	keep	improve: smarter heart queue — redirect excess aligners to defend
3df0170	0.000000	structural_only	0	keep	improve: defend stability — distance check for exit + longer patrol
c9e9671	0.000000	bug_fix	0	keep	fix: agent_gears never populated + spread-aware miner explore
863ca96	0.000000	bug_fix	0	keep	fix: miner _move_to missing optimistic BFS fallback
c120dee	0.000000	bug_fix	0	keep	fix: miner move tracking on HP retreat and hub tether paths
33f4ab9	0.000000	bug_fix	0	keep	fix: aligner move tracking on all early return paths
de4e34f	0.000000	critical_bug_fix	0	keep	fix: aligners navigate to enemy junctions they can't align + heart-before-gear on respawn
048d496	0.000000	bug_fix	0	keep	fix: cleanup stale enemy junction references after alignment target fix
b6235b8	0.000000	critical_bug_fix	0	keep	fix: cross_role_policy same enemy junction alignment bug
de82ebe	0.000000	bug_fix	0	keep	fix: visual extractor depletion — remove stale extractors immediately
2220539	0.000000	bug_fix	0	keep	fix: depleted extractors not subtracted in fast-path skill selection
2991329	0.000000	bug_fix	0	keep	fix: cross_role stale extractor removal missing depleted tracking
0831642	0.000000	bug_fix	0	keep	fix: stationary_on_valid_target counts depleted extractors as valid
e3e8a4f	0.000000	bug_fix	0	keep	fix: all skill selection paths use active extractors instead of raw known
437869e	0.000000	bug_fix	0	keep	fix: cross_role deposit tracking counts cargo lost on death as deposits
2dcd252	0.000000	critical_bug_fix	0	keep	fix: CrossRoleState missing 6 fields — agents returned noop every step
432ec5d	0.000000	bug_fix	0	keep	fix: junction deposit navigation missing BFS fallback chain
900d7c6	0.000000	bug_fix	0	keep	fix: cross_role double movement tracking + retreat to friendly junctions
b7b8ca3	0.000000	bug_fix	0	keep	fix: heart accumulation progress tracking only detected first heart
400a3ff	0.000000	bug_fix	0	keep	fix: heart queue missing 3 hearts from initial hub elements (24//7=3)
1176415	0.000000	bug_fix	0	keep	fix: cross_role hub_hearts_withdrawn always +1 instead of actual count
c3ad361	0.000000	structural_only	0	keep	improve: cascade-aware defend scoring + cross_role alignable range check
a5bca44	0.000000	structural_only	0	keep	improve: cross_role heart accumulation near hub before departing
e9c2aef	0.000000	bug_fix	0	keep	fix: cross_role get_heart_timeouts never gates skill selection
7ea1e75	0.000000	bug_fix	0	keep	fix: cross_role SharedMap stale gear + heart queue tracking between replans
de209da	0.000000	bug_fix	0	keep	fix: cross_role missing gear-loss skill abort — wastes 15 steps after contamination
c866809	0.000000	bug_fix	0	keep	fix: cascade priority double-counts enemy junctions in unlocks + recapture
b036cf7	0.000000	structural_only	0	keep	improve: cross_role defend patrol cycling between friendly junctions
77feddc	0.000000	structural_only	0	keep	improve: spread-aware explore in base aligner — avoids teammate clustering
e02f947	0.000000	structural_only	0	keep	improve: miner _explore_near_hub spread awareness — avoid miner clustering
39e881e	0.000000	bug_fix	0	keep	fix: cross_role fast-path bypasses get_heart_timeouts defend redirect
a1fe6d0	0.000000	structural_only	0	keep	improve: cross_role heart queue defend + phase-aware late-game defense
7b9e842	0.000000	structural_only	0	keep	improve: cross_role retreat-by-alignment — align nearby junctions during HP retreat
ac4853d	0.000000	structural_only	0	keep	improve: cross_role retreat cooldown clearing at 50 steps before giving up at 100
408e781	0.000000	structural_only	0	keep	improve: cross_role aligner tether measures distance to nearest friendly anchor
752b29b	0.000000	structural_only	0	keep	improve: cross_role smarter defend exits — enemy recapture, new hearts, gear loss
e192fc6	0.000000	critical_bug_fix	0	keep	fix: cross_role contamination cell tracking was completely dead
74e65f1	0.000000	bug_fix	0	keep	fix: cross_role deposit_to_hub valid target missing junction proximity
2820d33	0.000000	bug_fix	0	keep	fix: miner deposit_to_hub valid target missing junction proximity
55ac65a	0.000000	bug_fix	0	keep	fix: cross_role miner gear-loss doesn't record contamination cell
ce5d222	0.000000	structural_only	0	keep	improve: cross_role explore time cap at stuck_threshold*2 steps
05591bf	0.000000	structural_only	0	keep	improve: cross_role heart-before-gear — grab hearts near hub before aligner gear-up
7ad9c55	0.000000	critical_bug_fix	0	keep	fix: defend heart-acquisition exit was dead code in both machina + cross_role
fa4cdb9	0.000000	bug_fix	0	keep	fix: cross_role get_heart exits don't clear agents_getting_hearts queue
7bbdc77	0.000000	bug_fix	0	keep	fix: explore completion counts decrease on teammate align/deplete — all 3 policies
76d159c	0.000000	bug_fix	0	keep	fix: explore_start counters not initialized on fast-path/tether skill assignment
7b8c105	0.000000	bug_fix	0	keep	fix: _in_friendly_territory same distance for hub+junction — false safe at dist 11-15 from junction
e4b0992	0.000000	structural_only	0	keep	improve: miner extractor target coordination via SharedMap — yield to closer miners
03a1168	0.000000	structural_only	0	keep	cleanup: remove dead code — _expand_hazard_zone + unused extractor-to-hub functions
c36df8a	0.000000	bug_fix	0	keep	fix: tether get_heart missing start_count + cross_role defend missing alignable exit
625e45c	0.000000	bug_fix	0	keep	fix: cross_role junction deposit BFS skipped hazard avoidance
ce4863e	0.000000	bug_fix	0	keep	fix: retreat navigation skips hazard avoidance — causes gear contamination
07bab6f	0.000000	bug_fix	0	keep	fix: cross_role retreat/tether greedy fallback ignores hazard stations
9957291	0.000000	bug_fix	0	keep	fix: defend heart-acquisition exits don't reset get_heart_timeouts
1e738fa	0.000000	bug_fix	0	keep	fix: cross_role defend noop at dist<=2 + defend greedy missing hazard avoidance
df68760	0.000000	critical_bug_fix	0	keep	fix: machina defend exits as stale after 15 steps — missing defend exclusion
